record_type,enum_type,value,priority,sources,encodings,offsets
enum_value,ECustomDepthStencil,EnabledOnDemand,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb945c80
enum_value,ECustomDepthStencil,EnabledWithStencil,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb945ca8
enum_value,ECustomDepthStencil,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb945ce8
enum_value,ECustomTimeStepSynchronizationState,Closed,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xb7b5d80
enum_value,ECustomTimeStepSynchronizationState,Error,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xb7b5d50
enum_value,ECustomTimeStepSynchronizationState,Synchronized,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xb7b5d18
enum_value,ECustomTimeStepSynchronizationState,Synchronizing,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xb7b5ce0
enum_value,ECustomizedToolMenuVisibility,Hidden,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb02d600
enum_value,ECustomizedToolMenuVisibility,None,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb02d5b0
enum_value,ECustomizedToolMenuVisibility,Visible,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb02d5d8
enum_value,EDLSSPreset,A,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d318
enum_value,EDLSSPreset,B,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d308
enum_value,EDLSSPreset,C,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d2a8
enum_value,EDLSSPreset,D,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d298
enum_value,EDLSSPreset,Default,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d2d8
enum_value,EDLSSPreset,E,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d2c8
enum_value,EDLSSPreset,F,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d2b8
enum_value,EDLSSPreset,G,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d268
enum_value,EDLSSPreset,H,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d258
enum_value,EDLSSPreset,I,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d288
enum_value,EDLSSPreset,J,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d278
enum_value,EDLSSPreset,K,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d228
enum_value,EDLSSPreset,L,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d218
enum_value,EDLSSPreset,M,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d248
enum_value,EDLSSPreset,MAX,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d1c0
enum_value,EDLSSPreset,N,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d238
enum_value,EDLSSPreset,O,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d1d8
enum_value,EDLSSRRPreset,A,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d160
enum_value,EDLSSRRPreset,B,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d1a8
enum_value,EDLSSRRPreset,C,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d190
enum_value,EDLSSRRPreset,D,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d118
enum_value,EDLSSRRPreset,Default,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d178
enum_value,EDLSSRRPreset,E,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d100
enum_value,EDLSSRRPreset,F,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d148
enum_value,EDLSSRRPreset,G,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d130
enum_value,EDLSSRRPreset,H,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d0b8
enum_value,EDLSSRRPreset,I,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d0a0
enum_value,EDLSSRRPreset,J,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d0e8
enum_value,EDLSSRRPreset,K,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d0d0
enum_value,EDLSSRRPreset,L,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d770
enum_value,EDLSSRRPreset,M,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d758
enum_value,EDLSSRRPreset,MAX,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d6e8
enum_value,EDLSSRRPreset,N,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d7a0
enum_value,EDLSSRRPreset,O,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d788
enum_value,EDLSSSettingOverride,Disabled,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d328
enum_value,EDLSSSettingOverride,Enabled,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d348
enum_value,EDLSSSettingOverride,UseProjectSettings,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba5d380
enum_value,EDOFMode,CustomPlane,low,ArkAscended.exe,ascii;utf16le,ArkAscended.exe:0xae57720;ArkAscended.exe:0xb904f90
enum_value,EDOFMode,Default,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb904e88
enum_value,EDOFMode,None,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb904f80
enum_value,EDOFMode,SixDOF,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb904e70
enum_value,EDOFMode,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb904f60
enum_value,EDOFMode,XYPlane,low,ArkAscended.exe,ascii;utf16le,ArkAscended.exe:0xae57820;ArkAscended.exe:0xb904fa8
enum_value,EDOFMode,XZPlane,low,ArkAscended.exe,ascii;utf16le,ArkAscended.exe:0xae57848;ArkAscended.exe:0xb904e40
enum_value,EDOFMode,YZPlane,low,ArkAscended.exe,ascii;utf16le,ArkAscended.exe:0xae57870;ArkAscended.exe:0xb904e58
enum_value,EDamageModelTypeEnum,Chaos_Damage_Model_Material_Strength_And_Connectivity_DamageThreshold,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb089990
enum_value,EDamageModelTypeEnum,Chaos_Damage_Model_UserDefined_Damage_Threshold,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0898f0
enum_value,EDamageModelTypeEnum,Chaos_Max,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb089968
enum_value,EDataDisplay,LEADERBOARDS,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc2daa00
enum_value,EDataDisplay,MISSION_INFO,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc2da9e0
enum_value,EDataDisplay,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xc2daae0
enum_value,EDataLayerLoadFilter,ClientOnly,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba0ad60
enum_value,EDataLayerLoadFilter,None,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba0ad40
enum_value,EDataLayerLoadFilter,ServerOnly,low,ArkAscended.exe,ascii,ArkAscended.exe:0xba0ad00
enum_value,EDataLayerRuntimeState,Activated,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xba0aaf8
enum_value,EDataLayerRuntimeState,Loaded,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xba0aad8
enum_value,EDataLayerRuntimeState,Unloaded,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xba0ac48
enum_value,EDataLayerState,Activated,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xba0af20
enum_value,EDataLayerState,Loaded,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xba0ae70
enum_value,EDataLayerState,Unloaded,medium,ArkAscended.exe,ascii,ArkAscended.exe:0xba0ae50
enum_value,EDataLayerType,Editor,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4a9f60
enum_value,EDataLayerType,Runtime,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4a9510
enum_value,EDataLayerType,Size,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4a9f88
enum_value,EDataLayerType,Unknown,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb4a9f48
enum_value,EDataRegistryAcquireStatus,AcquireError,low,ArkAscended.exe,ascii,ArkAscended.exe:0xca931d8
enum_value,EDataRegistryAcquireStatus,AcquireFinished,low,ArkAscended.exe,ascii,ArkAscended.exe:0xca931a8
enum_value,EDataRegistryAcquireStatus,DoesNotExist,low,ArkAscended.exe,ascii,ArkAscended.exe:0xca932d8
enum_value,EDataRegistryAcquireStatus,InitialAcquireFinished,low,ArkAscended.exe,ascii,ArkAscended.exe:0xca93208
enum_value,EDataRegistryAcquireStatus,NotStarted,low,ArkAscended.exe,ascii,ArkAscended.exe:0xca930f0
enum_value,EDataRegistryAcquireStatus,WaitingForInitialAcquire,low,ArkAscended.exe,ascii,ArkAscended.exe:0xca93118
enum_value,EDataRegistryAcquireStatus,WaitingForResources,low,ArkAscended.exe,ascii,ArkAscended.exe:0xca93240
enum_value,EDataRegistryAvailability,DoesNotExist,low,ArkAscended.exe,ascii,ArkAscended.exe:0xca93720
enum_value,EDataRegistryAvailability,LocalAsset,low,ArkAscended.exe,ascii,ArkAscended.exe:0xca93350
enum_value,EDataRegistryAvailability,OnDisk,low,ArkAscended.exe,ascii,ArkAscended.exe:0xca93328
enum_value,EDataRegistryAvailability,PreCached,low,ArkAscended.exe,ascii,ArkAscended.exe:0xca93408
enum_value,EDataRegistryAvailability,Remote,low,ArkAscended.exe,ascii,ArkAscended.exe:0xca933a0
enum_value,EDataRegistryAvailability,Unknown,low,ArkAscended.exe,ascii,ArkAscended.exe:0xca93378
enum_value,EDataRegistrySubsystemGetItemResult,Found,low,ArkAscended.exe,ascii,ArkAscended.exe:0xca938e8
enum_value,EDataRegistrySubsystemGetItemResult,NotFound,low,ArkAscended.exe,ascii,ArkAscended.exe:0xca93998
enum_value,EDataSortTypeEnum,ChaosNiagara_DataSortType_NoSorting,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfcf30
enum_value,EDataSortTypeEnum,ChaosNiagara_DataSortType_RandomShuffle,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfcf68
enum_value,EDataSortTypeEnum,ChaosNiagara_DataSortType_SortByMassMaxToMin,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfceb0
enum_value,EDataSortTypeEnum,ChaosNiagara_DataSortType_SortByMassMinToMax,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfcef0
enum_value,EDataSortTypeEnum,ChaosNiagara_Max,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfe290
enum_value,EDataSourceTypeEnum,ChaosNiagara_DataSourceType_Breaking,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfde90
enum_value,EDataSourceTypeEnum,ChaosNiagara_DataSourceType_Collision,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfe2f8
enum_value,EDataSourceTypeEnum,ChaosNiagara_DataSourceType_Trailing,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfded0
enum_value,EDataSourceTypeEnum,ChaosNiagara_Max,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfde50
enum_value,EDataValidationResult,Invalid,low,ArkAscended.exe,ascii,ArkAscended.exe:0xae24080
enum_value,EDataValidationResult,NotValidated,low,ArkAscended.exe,ascii,ArkAscended.exe:0xae24128
enum_value,EDataValidationResult,Valid,low,ArkAscended.exe,ascii,ArkAscended.exe:0xae24060
enum_value,EDataValidationUsecase,Commandlet,low,ArkAscended.exe,ascii,ArkAscended.exe:0xae20b68
enum_value,EDataValidationUsecase,Manual,low,ArkAscended.exe,ascii,ArkAscended.exe:0xae20b90
enum_value,EDataValidationUsecase,None,low,ArkAscended.exe,ascii,ArkAscended.exe:0xae20aa0
enum_value,EDataValidationUsecase,PreSubmit,low,ArkAscended.exe,ascii,ArkAscended.exe:0xae20b20
enum_value,EDataValidationUsecase,Save,low,ArkAscended.exe,ascii,ArkAscended.exe:0xae20b48
enum_value,EDataValidationUsecase,Script,low,ArkAscended.exe,ascii,ArkAscended.exe:0xae20c10
enum_value,EDataflowFieldFalloffType,Dataflow_FieldFalloffType_Inverse,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbb02c0
enum_value,EDataflowFieldFalloffType,Dataflow_FieldFalloffType_Linear,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbb0200
enum_value,EDataflowFieldFalloffType,Dataflow_FieldFalloffType_Logarithmic,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbaff00
enum_value,EDataflowFieldFalloffType,Dataflow_FieldFalloffType_None,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbb0240
enum_value,EDataflowFieldFalloffType,Dataflow_FieldFalloffType_Squared,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbb0280
enum_value,EDataflowFieldFalloffType,Dataflow_Max,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbafed8
enum_value,EDataflowFloatFieldOperationType,Dataflow_FloatFieldFalloffType_Add,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbaf610
enum_value,EDataflowFloatFieldOperationType,Dataflow_FloatFieldFalloffType_Divide,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbaf660
enum_value,EDataflowFloatFieldOperationType,Dataflow_FloatFieldFalloffType_Max,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbaf560
enum_value,EDataflowFloatFieldOperationType,Dataflow_FloatFieldFalloffType_Min,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbaf6b0
enum_value,EDataflowFloatFieldOperationType,Dataflow_FloatFieldFalloffType_Substract,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbaf700
enum_value,EDataflowFloatFieldOperationType,Dataflow_FloatFieldOperationType_Multiply,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbafa30
enum_value,EDataflowFloatFieldOperationType,Dataflow_Max,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbaf528
enum_value,EDataflowMathConstantsEnum,Dataflow_Math_Constants_E,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0b95c0
enum_value,EDataflowMathConstantsEnum,Dataflow_Math_Constants_FourPi,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0b9ae0
enum_value,EDataflowMathConstantsEnum,Dataflow_Math_Constants_Gamma,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0b9680
enum_value,EDataflowMathConstantsEnum,Dataflow_Math_Constants_GoldenRatio,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0b9640
enum_value,EDataflowMathConstantsEnum,Dataflow_Math_Constants_HalfPi,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0b9a60
enum_value,EDataflowMathConstantsEnum,Dataflow_Math_Constants_InvPi,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0b9aa0
enum_value,EDataflowMathConstantsEnum,Dataflow_Math_Constants_InvSqrt2,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0b99e0
enum_value,EDataflowMathConstantsEnum,Dataflow_Math_Constants_InvSqrt3,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0b95f8
enum_value,EDataflowMathConstantsEnum,Dataflow_Math_Constants_InvTwoPi,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0b9960
enum_value,EDataflowMathConstantsEnum,Dataflow_Math_Constants_Max,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0b9540
enum_value,EDataflowMathConstantsEnum,Dataflow_Math_Constants_Pi,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0b9828
enum_value,EDataflowMathConstantsEnum,Dataflow_Math_Constants_Sqrt2,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0b9920
enum_value,EDataflowMathConstantsEnum,Dataflow_Math_Constants_Sqrt3,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0b99a0
enum_value,EDataflowMathConstantsEnum,Dataflow_Math_Constants_TwoPi,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb0b9a20
enum_value,EDataflowSetMaskConditionType,Dataflow_Max,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbafce0
enum_value,EDataflowSetMaskConditionType,Dataflow_SetMaskConditionType_Always,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbb0010
enum_value,EDataflowSetMaskConditionType,Dataflow_SetMaskConditionType_IFF_NOT_Exterior,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbafc20
enum_value,EDataflowSetMaskConditionType,Dataflow_SetMaskConditionType_IFF_NOT_Interior,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbafc70
enum_value,EDataflowTransferNodeBoundingVolume,Dataflow_Transfer_Dataflow_Max,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfbf70
enum_value,EDataflowTransferNodeBoundingVolume,Dataflow_Transfer_Triangle,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfbf30
enum_value,EDataflowTransferNodeBoundingVolume,Dataflow_Transfer_Vertex,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfc008
enum_value,EDataflowTransferNodeFalloff,Dataflow_Transfer_Dataflow_Max,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfbdc8
enum_value,EDataflowTransferNodeFalloff,Dataflow_Transfer_Linear,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfbe28
enum_value,EDataflowTransferNodeFalloff,Dataflow_Transfer_None,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfbe60
enum_value,EDataflowTransferNodeFalloff,Dataflow_Transfer_Squared,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfb930
enum_value,EDataflowTransferNodeSampleScale,Dataflow_Transfer_Asset_Bound,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfbcf0
enum_value,EDataflowTransferNodeSampleScale,Dataflow_Transfer_Asset_Edge,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfbcb0
enum_value,EDataflowTransferNodeSampleScale,Dataflow_Transfer_Component_Edge,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfbd80
enum_value,EDataflowTransferNodeSampleScale,Dataflow_Transfer_Dataflow_Max,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbfc050
enum_value,EDataflowTransferVertexAttributeNodeBoundingVolume,Dataflow_Max,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbccd70
enum_value,EDataflowTransferVertexAttributeNodeBoundingVolume,Triangle,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbccb58
enum_value,EDataflowTransferVertexAttributeNodeBoundingVolume,Vertex,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbccb98
enum_value,EDataflowTransferVertexAttributeNodeFalloff,Dataflow_Max,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbccf38
enum_value,EDataflowTransferVertexAttributeNodeFalloff,Linear,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbcd0b8
enum_value,EDataflowTransferVertexAttributeNodeFalloff,None,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbccf78
enum_value,EDataflowTransferVertexAttributeNodeFalloff,Squared,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbcd0f0
enum_value,EDataflowTransferVertexAttributeNodeSourceScale,Asset_Bound,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbccca0
enum_value,EDataflowTransferVertexAttributeNodeSourceScale,Asset_Edge,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbccbd8
enum_value,EDataflowTransferVertexAttributeNodeSourceScale,Component_Edge,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbccc20
enum_value,EDataflowTransferVertexAttributeNodeSourceScale,Dataflow_Max,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbccc60
enum_value,EDataflowType,Construction,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb27e540
enum_value,EDataflowType,Simulation,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb27e5f0
enum_value,EDataflowVectorFieldOperationType,Dataflow_Max,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbb0b50
enum_value,EDataflowVectorFieldOperationType,Dataflow_VectorFieldFalloffType_Add,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbb0bd0
enum_value,EDataflowVectorFieldOperationType,Dataflow_VectorFieldFalloffType_CrossProduct,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbb0c70
enum_value,EDataflowVectorFieldOperationType,Dataflow_VectorFieldFalloffType_Divide,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbb0c20
enum_value,EDataflowVectorFieldOperationType,Dataflow_VectorFieldFalloffType_Substract,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbb0cc0
enum_value,EDataflowVectorFieldOperationType,Dataflow_VectorFieldOperationType_Multiply,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbaf780
enum_value,EDataflowWaveFunctionType,Dataflow_Max,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbafb68
enum_value,EDataflowWaveFunctionType,Dataflow_WaveFunctionType_Cosine,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbaf8f0
enum_value,EDataflowWaveFunctionType,Dataflow_WaveFunctionType_Decay,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbafac8
enum_value,EDataflowWaveFunctionType,Dataflow_WaveFunctionType_Falloff,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbafb08
enum_value,EDataflowWaveFunctionType,Dataflow_WaveFunctionType_Gaussian,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcbaf8b0
enum_value,EDatasmithAreaLightActorShape,Cylinder,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb8f738
enum_value,EDatasmithAreaLightActorShape,Disc,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb8f848
enum_value,EDatasmithAreaLightActorShape,None,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb8f7a8
enum_value,EDatasmithAreaLightActorShape,Rectangle,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb8f870
enum_value,EDatasmithAreaLightActorShape,Sphere,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb8f760
enum_value,EDatasmithAreaLightActorType,IES_DEPRECATED,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb8f530
enum_value,EDatasmithAreaLightActorType,Point,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb8f4c8
enum_value,EDatasmithAreaLightActorType,Rect,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb8f458
enum_value,EDatasmithAreaLightActorType,Spot,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb8f560
enum_value,EDatasmithCADRetessellationRule,All,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb8fd08
enum_value,EDatasmithCADRetessellationRule,SkipDeletedSurfaces,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb8fd90
enum_value,EDatasmithCADStitchingTechnique,StitchingHeal,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb90030
enum_value,EDatasmithCADStitchingTechnique,StitchingNone,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb90060
enum_value,EDatasmithCADStitchingTechnique,StitchingSew,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb900b0
enum_value,EDatasmithImportActorPolicy,Full,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb90640
enum_value,EDatasmithImportActorPolicy,Ignore,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb906b0
enum_value,EDatasmithImportActorPolicy,Update,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb90668
enum_value,EDatasmithImportAssetConflictPolicy,Ignore,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb906d8
enum_value,EDatasmithImportAssetConflictPolicy,Replace,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb90550
enum_value,EDatasmithImportAssetConflictPolicy,Update,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb90520
enum_value,EDatasmithImportAssetConflictPolicy,Use,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb90708
enum_value,EDatasmithImportLightmapMax,LIGHTMAP_1024,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb90000
enum_value,EDatasmithImportLightmapMax,LIGHTMAP_128,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb90390
enum_value,EDatasmithImportLightmapMax,LIGHTMAP_2048,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb8ffd0
enum_value,EDatasmithImportLightmapMax,LIGHTMAP_256,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb8ffa0
enum_value,EDatasmithImportLightmapMax,LIGHTMAP_4096,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb8fef0
enum_value,EDatasmithImportLightmapMax,LIGHTMAP_512,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb8ff70
enum_value,EDatasmithImportLightmapMax,LIGHTMAP_64,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb903c0
enum_value,EDatasmithImportLightmapMin,LIGHTMAP_128,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb903f0
enum_value,EDatasmithImportLightmapMin,LIGHTMAP_16,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb90210
enum_value,EDatasmithImportLightmapMin,LIGHTMAP_256,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb90480
enum_value,EDatasmithImportLightmapMin,LIGHTMAP_32,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb901e0
enum_value,EDatasmithImportLightmapMin,LIGHTMAP_512,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb90450
enum_value,EDatasmithImportLightmapMin,LIGHTMAP_64,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb90420
enum_value,EDatasmithImportMaterialQuality,UseNoFresnelCurves,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb90240
enum_value,EDatasmithImportMaterialQuality,UseRealFresnelCurves,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb902c0
enum_value,EDatasmithImportMaterialQuality,UseSimplifierFresnelCurves,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb902f8
enum_value,EDatasmithImportScene,AssetsOnly,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb900e0
enum_value,EDatasmithImportScene,CurrentLevel,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb90108
enum_value,EDatasmithImportScene,NewLevel,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb8ff20
enum_value,EDatasmithImportSearchPackagePolicy,All,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb905e0
enum_value,EDatasmithImportSearchPackagePolicy,Current,low,ArkAscended.exe,ascii,ArkAscended.exe:0xcb90610
enum_value,EDateTimeStyle,Custom,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb50eef0
enum_value,EDateTimeStyle,Default,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb50ef38
enum_value,EDateTimeStyle,Full,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb50eed8
enum_value,EDateTimeStyle,Long,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb50ef20
enum_value,EDateTimeStyle,Medium,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb50ef08
enum_value,EDateTimeStyle,Short,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb50ef50
enum_value,EDateTimeStyle,Type,low,ArkAscended.exe,ascii,ArkAscended.exe:0xb50eec0
enum_value,EDayNightCycleMode,Default,low,ArkAscended.exe,ascii,ArkAscended.exe:0xca7c930
enum_value,EDayNightCycleMode,FixedTime,low,ArkAscended.exe,ascii,ArkAscended.exe:0xca7c9a8
