kind,mxcheatui_asset_path,blueprint_stem,class_ref_C,in_session_save_221210,session_combat_v1,e_primal_item_type_guess,game_state_enum_hooks,gaia_searchable,notes
item,/Game/Packs/Wasteland/Structures/Garage/PrimalItemStructure_Garage,PrimalItemStructure_Garage,PrimalItemStructure_Garage_C,Y,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Structures/Lights/PrimalItemStructure_WastelandLights,PrimalItemStructure_WastelandLights,PrimalItemStructure_WastelandLights_C,Y,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Structures/TekChemBench/PrimalItemResource_Gasoline_Super,PrimalItemResource_Gasoline_Super,PrimalItemResource_Gasoline_Super_C,Y,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Structures/TekChemBench/PrimalItemStructure_ChemBench_Tek,PrimalItemStructure_ChemBench_Tek,PrimalItemStructure_ChemBench_Tek_C,Y,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Structures/TribeTower/PrimalItemStructure_TribeTower,PrimalItemStructure_TribeTower,PrimalItemStructure_TribeTower_C,Y,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Structures/TribeTower/PrimalItemTrophy_TribeTower,PrimalItemTrophy_TribeTower,PrimalItemTrophy_TribeTower_C,N,N,Structure,EPrimalItemType:Structure; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/Bed/Racer/PrimalItem_Car_Bed_Racer,PrimalItem_Car_Bed_Racer,PrimalItem_Car_Bed_Racer_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/Bed/Rollcage/PrimalItem_Car_Bed_Rollcage,PrimalItem_Car_Bed_Rollcage,PrimalItem_Car_Bed_Rollcage_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/Bed/Truck/PrimalItem_Car_Bed_Truck,PrimalItem_Car_Bed_Truck,PrimalItem_Car_Bed_Truck_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/Cab/Racer/PrimalItem_Car_Cab_Racer,PrimalItem_Car_Cab_Racer,PrimalItem_Car_Cab_Racer_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/Cab/Rollcage/PrimalItem_Car_Cab_Rollcage,PrimalItem_Car_Cab_Rollcage,PrimalItem_Car_Cab_Rollcage_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/Cab/Truck/PrimalItem_Car_Cab_Truck,PrimalItem_Car_Cab_Truck,PrimalItem_Car_Cab_Truck_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/Chassis/Main/PrimalItem_Car_Chassis_Main,PrimalItem_Car_Chassis_Main,PrimalItem_Car_Chassis_Main_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/EngineCompartment/Racer/PrimalItem_Car_Engine_Racer,PrimalItem_Car_Engine_Racer,PrimalItem_Car_Engine_Racer_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/EngineCompartment/Rollcage/PrimalItem_Car_Engine_Rollcage,PrimalItem_Car_Engine_Rollcage,PrimalItem_Car_Engine_Rollcage_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/EngineCompartment/Truck/PrimalItem_Car_Engine_Truck,PrimalItem_Car_Engine_Truck,PrimalItem_Car_Engine_Truck_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/FrontEndMod/Armor/PrimalItem_Car_Frontmod_Armor,PrimalItem_Car_Frontmod_Armor,PrimalItem_Car_Frontmod_Armor_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/FrontEndMod/Buzzsaw/PrimalItem_Car_Frontmod_Buzzsaw,PrimalItem_Car_Frontmod_Buzzsaw,PrimalItem_Car_Frontmod_Buzzsaw_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/FrontEndMod/CowCatcher/PrimalItem_Car_Frontmod_CowCatcher,PrimalItem_Car_Frontmod_CowCatcher,PrimalItem_Car_Frontmod_CowCatcher_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/FrontEndMod/Spikes/PrimalItem_Car_Frontmod_Spikes,PrimalItem_Car_Frontmod_Spikes,PrimalItem_Car_Frontmod_Spikes_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/FrontEndMod/SpringBumper/PrimalItem_Car_Frontmod_Spring,PrimalItem_Car_Frontmod_Spring,PrimalItem_Car_Frontmod_Spring_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/RearEndMod/Afterburner/PrimalItem_Car_Rearmod_Afterburner,PrimalItem_Car_Rearmod_Afterburner,PrimalItem_Car_Rearmod_Afterburner_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/RearEndMod/Hook/PrimalItem_Car_Rearmod_Hook,PrimalItem_Car_Rearmod_Hook,PrimalItem_Car_Rearmod_Hook_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/RearEndMod/JumpJet/PrimalItem_Car_Rearmod_Jump,PrimalItem_Car_Rearmod_Jump,PrimalItem_Car_Rearmod_Jump_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/RearEndMod/Mines/PrimalItem_Car_Rearmod_Mines,PrimalItem_Car_Rearmod_Mines,PrimalItem_Car_Rearmod_Mines_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/RearEndMod/Sludge/PrimalItem_Car_Rearmod_Sludge,PrimalItem_Car_Rearmod_Sludge,PrimalItem_Car_Rearmod_Sludge_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/RearEndMod/Smoke/PrimalItem_Car_Rearmod_Smoke,PrimalItem_Car_Rearmod_Smoke,PrimalItem_Car_Rearmod_Smoke_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/Turret/Cannon/PrimalItem_Car_Turret_Cannon,PrimalItem_Car_Turret_Cannon,PrimalItem_Car_Turret_Cannon_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/Turret/Flamethrower/PrimalItem_Car_Turret_Flamethrower,PrimalItem_Car_Turret_Flamethrower,PrimalItem_Car_Turret_Flamethrower_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/Turret/Flightseeker/PrimalItem_Car_Turret_FlightSeeker,PrimalItem_Car_Turret_FlightSeeker,PrimalItem_Car_Turret_FlightSeeker_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/Turret/Minigun/PrimalItem_Car_Turret_Minigun,PrimalItem_Car_Turret_Minigun,PrimalItem_Car_Turret_Minigun_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/Turret/Shotgun/PrimalItem_Car_Turret_Shotgun,PrimalItem_Car_Turret_Shotgun,PrimalItem_Car_Turret_Shotgun_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/WheelsAndSuspension/Racer/PrimalItem_Car_Wheels_Racer,PrimalItem_Car_Wheels_Racer,PrimalItem_Car_Wheels_Racer_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/WheelsAndSuspension/RollCage/PrimalItem_Car_Wheels_Rollcage,PrimalItem_Car_Wheels_Rollcage,PrimalItem_Car_Wheels_Rollcage_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Vehicles/Car/WheelsAndSuspension/Truck/PrimalItem_Car_Wheels_Truck,PrimalItem_Car_Wheels_Truck,PrimalItem_Car_Wheels_Truck_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,
item,/Game/Packs/Wasteland/Weapons/AntiFireGrenade/PrimalItem_AntifireGrenade,PrimalItem_AntifireGrenade,PrimalItem_AntifireGrenade_C,Y,N,Weapon,EPrimalItemType:Weapon; EPrimalMilestoneType:Craft; EPrimalMilestoneType:Kill,Y,
item,/Game/Packs/Wasteland/Weapons/ExplosiveSpear/PrimalItem_WeaponSpear_Explosive,PrimalItem_WeaponSpear_Explosive,PrimalItem_WeaponSpear_Explosive_C,Y,N,Weapon,EPrimalItemType:Weapon; EPrimalMilestoneType:Craft; EPrimalMilestoneType:Kill,Y,
item,/Game/Packs/Wasteland/Weapons/ExplosiveSpear/PrimalItem_WeaponSpear_Explosive_OnImpact,PrimalItem_WeaponSpear_Explosive_OnImpact,PrimalItem_WeaponSpear_Explosive_OnImpact_C,N,N,Weapon,EPrimalItemType:Weapon; EPrimalMilestoneType:Craft; EPrimalMilestoneType:Kill,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Chitin/PrimalItemArmor_ChitinBoots,PrimalItemArmor_ChitinBoots,PrimalItemArmor_ChitinBoots_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Chitin/PrimalItemArmor_ChitinGloves,PrimalItemArmor_ChitinGloves,PrimalItemArmor_ChitinGloves_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Chitin/PrimalItemArmor_ChitinHelmet,PrimalItemArmor_ChitinHelmet,PrimalItemArmor_ChitinHelmet_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Chitin/PrimalItemArmor_ChitinPants,PrimalItemArmor_ChitinPants,PrimalItemArmor_ChitinPants_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Chitin/PrimalItemArmor_ChitinShirt,PrimalItemArmor_ChitinShirt,PrimalItemArmor_ChitinShirt_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Cloth/PrimalItem_PowerNodeCharge,PrimalItem_PowerNodeCharge,PrimalItem_PowerNodeCharge_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Cloth/PrimalItemArmor_ClothBoots,PrimalItemArmor_ClothBoots,PrimalItemArmor_ClothBoots_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Cloth/PrimalItemArmor_ClothGloves,PrimalItemArmor_ClothGloves,PrimalItemArmor_ClothGloves_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Cloth/PrimalItemArmor_ClothHelmet,PrimalItemArmor_ClothHelmet,PrimalItemArmor_ClothHelmet_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Cloth/PrimalItemArmor_ClothPants,PrimalItemArmor_ClothPants,PrimalItemArmor_ClothPants_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Cloth/PrimalItemArmor_ClothShirt,PrimalItemArmor_ClothShirt,PrimalItemArmor_ClothShirt_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Fur/PrimalItemArmor_FurBoots,PrimalItemArmor_FurBoots,PrimalItemArmor_FurBoots_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Fur/PrimalItemArmor_FurGloves,PrimalItemArmor_FurGloves,PrimalItemArmor_FurGloves_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Fur/PrimalItemArmor_FurHelmet,PrimalItemArmor_FurHelmet,PrimalItemArmor_FurHelmet_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Fur/PrimalItemArmor_FurPants,PrimalItemArmor_FurPants,PrimalItemArmor_FurPants_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Fur/PrimalItemArmor_FurShirt,PrimalItemArmor_FurShirt,PrimalItemArmor_FurShirt_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Ghillie/PrimalItemArmor_GhillieBoots,PrimalItemArmor_GhillieBoots,PrimalItemArmor_GhillieBoots_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Ghillie/PrimalItemArmor_GhillieGloves,PrimalItemArmor_GhillieGloves,PrimalItemArmor_GhillieGloves_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Ghillie/PrimalItemArmor_GhillieHelmet,PrimalItemArmor_GhillieHelmet,PrimalItemArmor_GhillieHelmet_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Ghillie/PrimalItemArmor_GhilliePants,PrimalItemArmor_GhilliePants,PrimalItemArmor_GhilliePants_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Ghillie/PrimalItemArmor_GhillieShirt,PrimalItemArmor_GhillieShirt,PrimalItemArmor_GhillieShirt_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemArmor_HideBoots,PrimalItemArmor_HideBoots,PrimalItemArmor_HideBoots_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemArmor_HideGloves,PrimalItemArmor_HideGloves,PrimalItemArmor_HideGloves_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemArmor_HideHelmet,PrimalItemArmor_HideHelmet,PrimalItemArmor_HideHelmet_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemArmor_HideHelmetAlt,PrimalItemArmor_HideHelmetAlt,PrimalItemArmor_HideHelmetAlt_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemArmor_HidePants,PrimalItemArmor_HidePants,PrimalItemArmor_HidePants_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemArmor_HideShirt,PrimalItemArmor_HideShirt,PrimalItemArmor_HideShirt_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_AberrationSword,PrimalItemSkin_AberrationSword,PrimalItemSkin_AberrationSword_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_BirthdayPants,PrimalItemSkin_BirthdayPants,PrimalItemSkin_BirthdayPants_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_BirthdayShirt,PrimalItemSkin_BirthdayShirt,PrimalItemSkin_BirthdayShirt_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_BoneHelmet,PrimalItemSkin_BoneHelmet,PrimalItemSkin_BoneHelmet_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_CandyClub,PrimalItemSkin_CandyClub,PrimalItemSkin_CandyClub_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_DinoBunnyHat,PrimalItemSkin_DinoBunnyHat,PrimalItemSkin_DinoBunnyHat_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_DinoPartyHat,PrimalItemSkin_DinoPartyHat,PrimalItemSkin_DinoPartyHat_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_DinoSpecs,PrimalItemSkin_DinoSpecs,PrimalItemSkin_DinoSpecs_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_DinoSpecs_RoundGlasses,PrimalItemSkin_DinoSpecs_RoundGlasses,PrimalItemSkin_DinoSpecs_RoundGlasses_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_DinoWitchHat,PrimalItemSkin_DinoWitchHat,PrimalItemSkin_DinoWitchHat_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_FlaregunFireworks,PrimalItemSkin_FlaregunFireworks,PrimalItemSkin_FlaregunFireworks_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_Glasses,PrimalItemSkin_Glasses,PrimalItemSkin_Glasses_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_RocketLauncherFireworks_Patch,PrimalItemSkin_RocketLauncherFireworks_Patch,PrimalItemSkin_RocketLauncherFireworks_Patch_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_ScorchedSpear,PrimalItemSkin_ScorchedSpear,PrimalItemSkin_ScorchedSpear_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_ScorchedSword,PrimalItemSkin_ScorchedSword,PrimalItemSkin_ScorchedSword_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_TorchScorched,PrimalItemSkin_TorchScorched,PrimalItemSkin_TorchScorched_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_TorchSparkler_Patch,PrimalItemSkin_TorchSparkler_Patch,PrimalItemSkin_TorchSparkler_Patch_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_TrikeSkullHelmet,PrimalItemSkin_TrikeSkullHelmet,PrimalItemSkin_TrikeSkullHelmet_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Mammoth/PrimalItemArmor_MammothBoots,PrimalItemArmor_MammothBoots,PrimalItemArmor_MammothBoots_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Mammoth/PrimalItemArmor_MammothGloves,PrimalItemArmor_MammothGloves,PrimalItemArmor_MammothGloves_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Mammoth/PrimalItemArmor_MammothHelmet,PrimalItemArmor_MammothHelmet,PrimalItemArmor_MammothHelmet_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Mammoth/PrimalItemArmor_MammothPants,PrimalItemArmor_MammothPants,PrimalItemArmor_MammothPants_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Mammoth/PrimalItemArmor_MammothShirt,PrimalItemArmor_MammothShirt,PrimalItemArmor_MammothShirt_C,N,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Metal/PrimalItemArmor_MetalBoots,PrimalItemArmor_MetalBoots,PrimalItemArmor_MetalBoots_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Metal/PrimalItemArmor_MetalGloves,PrimalItemArmor_MetalGloves,PrimalItemArmor_MetalGloves_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Metal/PrimalItemArmor_MetalHelmet,PrimalItemArmor_MetalHelmet,PrimalItemArmor_MetalHelmet_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Metal/PrimalItemArmor_MetalPants,PrimalItemArmor_MetalPants,PrimalItemArmor_MetalPants_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Metal/PrimalItemArmor_MetalShirt,PrimalItemArmor_MetalShirt,PrimalItemArmor_MetalShirt_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Metal/PrimalItemArmor_MinersHelmet,PrimalItemArmor_MinersHelmet,PrimalItemArmor_MinersHelmet_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Riot/PrimalItemArmor_RiotBoots,PrimalItemArmor_RiotBoots,PrimalItemArmor_RiotBoots_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Riot/PrimalItemArmor_RiotGloves,PrimalItemArmor_RiotGloves,PrimalItemArmor_RiotGloves_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Riot/PrimalItemArmor_RiotHelmet,PrimalItemArmor_RiotHelmet,PrimalItemArmor_RiotHelmet_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Riot/PrimalItemArmor_RiotPants,PrimalItemArmor_RiotPants,PrimalItemArmor_RiotPants_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Riot/PrimalItemArmor_RiotShirt,PrimalItemArmor_RiotShirt,PrimalItemArmor_RiotShirt_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemArmor_AlloSaddle,PrimalItemArmor_AlloSaddle,PrimalItemArmor_AlloSaddle_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
item,/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemArmor_AnkyloSaddle,PrimalItemArmor_AnkyloSaddle,PrimalItemArmor_AnkyloSaddle_C,Y,N,Equipment,EPrimalItemType:Equipment; EPrimalMilestoneType:Craft,Y,
