kind,mxcheatui_asset_path,blueprint_stem,class_ref_C,in_session_save_221210,session_combat_v1,e_primal_item_type_guess,game_state_enum_hooks,gaia_searchable,notes,display_name,display_name_source,display_name_confidence,blueprint_path_ue,cheat_giveitem_template,cheat_spawn_dino_template,dlc_or_pack,path_category,variant_tags,e_cheat_actor_type_guess,in_session_class_ref,in_session_game_path,in_session_stem,session_match_method,session_combat_bundle_v1,tribe_log_display_name_hit,also_in_opposite_table,mxcheatui_table,mxcheatui_mod_cf,gaia_commands_mod_cf,assessment_tags,row_id
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Focusing,PrimalItem_ItemTrait_Gun_Focusing,PrimalItem_ItemTrait_Gun_Focusing_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Gun Focusing,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Focusing.PrimalItem_ItemTrait_Gun_Focusing,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Focusing.PrimalItem_ItemTrait_Gun_Focusing'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,Y,Y,Y,class_ref+game_path+stem,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable;session_class_ref;session_game_path;session_stem,mx_00585
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Focusing_Lesser,PrimalItem_ItemTrait_Gun_Focusing_Lesser,PrimalItem_ItemTrait_Gun_Focusing_Lesser_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Gun Focusing Lesser,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Focusing_Lesser.PrimalItem_ItemTrait_Gun_Focusing_Lesser,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Focusing_Lesser.PrimalItem_ItemTrait_Gun_Focusing_Lesser'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable,mx_00586
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Focusing_Moderate,PrimalItem_ItemTrait_Gun_Focusing_Moderate,PrimalItem_ItemTrait_Gun_Focusing_Moderate_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Gun Focusing Moderate,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Focusing_Moderate.PrimalItem_ItemTrait_Gun_Focusing_Moderate,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Focusing_Moderate.PrimalItem_ItemTrait_Gun_Focusing_Moderate'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,Y,Y,Y,class_ref+game_path+stem,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable;session_class_ref;session_game_path;session_stem,mx_00587
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_ReducedDamageOnHit,PrimalItem_ItemTrait_Gun_ReducedDamageOnHit,PrimalItem_ItemTrait_Gun_ReducedDamageOnHit_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Gun Reduced Damage On Hit,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_ReducedDamageOnHit.PrimalItem_ItemTrait_Gun_ReducedDamageOnHit,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_ReducedDamageOnHit.PrimalItem_ItemTrait_Gun_ReducedDamageOnHit'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,Y,Y,Y,class_ref+game_path+stem,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable;session_class_ref;session_game_path;session_stem,mx_00588
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_ReducedDamageOnHit_Lesser,PrimalItem_ItemTrait_Gun_ReducedDamageOnHit_Lesser,PrimalItem_ItemTrait_Gun_ReducedDamageOnHit_Lesser_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Gun Reduced Damage On Hit Lesser,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_ReducedDamageOnHit_Lesser.PrimalItem_ItemTrait_Gun_ReducedDamageOnHit_Lesser,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_ReducedDamageOnHit_Lesser.PrimalItem_ItemTrait_Gun_ReducedDamageOnHit_Lesser'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable,mx_00589
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_ReducedDamageOnHit_Moderate,PrimalItem_ItemTrait_Gun_ReducedDamageOnHit_Moderate,PrimalItem_ItemTrait_Gun_ReducedDamageOnHit_Moderate_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Gun Reduced Damage On Hit Moderate,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_ReducedDamageOnHit_Moderate.PrimalItem_ItemTrait_Gun_ReducedDamageOnHit_Moderate,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_ReducedDamageOnHit_Moderate.PrimalItem_ItemTrait_Gun_ReducedDamageOnHit_Moderate'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,Y,Y,Y,class_ref+game_path+stem,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable;session_class_ref;session_game_path;session_stem,mx_00590
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Ricochet,PrimalItem_ItemTrait_Gun_Ricochet,PrimalItem_ItemTrait_Gun_Ricochet_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Gun Ricochet,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Ricochet.PrimalItem_ItemTrait_Gun_Ricochet,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Ricochet.PrimalItem_ItemTrait_Gun_Ricochet'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,Y,Y,Y,class_ref+game_path+stem,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable;session_class_ref;session_game_path;session_stem,mx_00591
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Ricochet_Lesser,PrimalItem_ItemTrait_Gun_Ricochet_Lesser,PrimalItem_ItemTrait_Gun_Ricochet_Lesser_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Gun Ricochet Lesser,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Ricochet_Lesser.PrimalItem_ItemTrait_Gun_Ricochet_Lesser,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Ricochet_Lesser.PrimalItem_ItemTrait_Gun_Ricochet_Lesser'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable,mx_00592
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Ricochet_Moderate,PrimalItem_ItemTrait_Gun_Ricochet_Moderate,PrimalItem_ItemTrait_Gun_Ricochet_Moderate_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Gun Ricochet Moderate,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Ricochet_Moderate.PrimalItem_ItemTrait_Gun_Ricochet_Moderate,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Ricochet_Moderate.PrimalItem_ItemTrait_Gun_Ricochet_Moderate'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,Y,Y,Y,class_ref+game_path+stem,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable;session_class_ref;session_game_path;session_stem,mx_00593
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Tracker,PrimalItem_ItemTrait_Gun_Tracker,PrimalItem_ItemTrait_Gun_Tracker_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Gun Tracker,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Tracker.PrimalItem_ItemTrait_Gun_Tracker,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Tracker.PrimalItem_ItemTrait_Gun_Tracker'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,Y,Y,Y,class_ref+game_path+stem,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable;session_class_ref;session_game_path;session_stem,mx_00594
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Tracker_Lesser,PrimalItem_ItemTrait_Gun_Tracker_Lesser,PrimalItem_ItemTrait_Gun_Tracker_Lesser_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Gun Tracker Lesser,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Tracker_Lesser.PrimalItem_ItemTrait_Gun_Tracker_Lesser,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Tracker_Lesser.PrimalItem_ItemTrait_Gun_Tracker_Lesser'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable,mx_00595
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Tracker_Moderate,PrimalItem_ItemTrait_Gun_Tracker_Moderate,PrimalItem_ItemTrait_Gun_Tracker_Moderate_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Gun Tracker Moderate,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Tracker_Moderate.PrimalItem_ItemTrait_Gun_Tracker_Moderate,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Gun_Tracker_Moderate.PrimalItem_ItemTrait_Gun_Tracker_Moderate'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,Y,Y,Y,class_ref+game_path+stem,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable;session_class_ref;session_game_path;session_stem,mx_00596
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_HealOnDamage,PrimalItem_ItemTrait_Melee_HealOnDamage,PrimalItem_ItemTrait_Melee_HealOnDamage_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Melee Heal On Damage,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_HealOnDamage.PrimalItem_ItemTrait_Melee_HealOnDamage,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_HealOnDamage.PrimalItem_ItemTrait_Melee_HealOnDamage'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,Y,Y,Y,class_ref+game_path+stem,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable;session_class_ref;session_game_path;session_stem,mx_00597
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_HealOnDamage_Lesser,PrimalItem_ItemTrait_Melee_HealOnDamage_Lesser,PrimalItem_ItemTrait_Melee_HealOnDamage_Lesser_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Melee Heal On Damage Lesser,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_HealOnDamage_Lesser.PrimalItem_ItemTrait_Melee_HealOnDamage_Lesser,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_HealOnDamage_Lesser.PrimalItem_ItemTrait_Melee_HealOnDamage_Lesser'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable,mx_00598
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_HealOnDamage_Moderate,PrimalItem_ItemTrait_Melee_HealOnDamage_Moderate,PrimalItem_ItemTrait_Melee_HealOnDamage_Moderate_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Melee Heal On Damage Moderate,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_HealOnDamage_Moderate.PrimalItem_ItemTrait_Melee_HealOnDamage_Moderate,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_HealOnDamage_Moderate.PrimalItem_ItemTrait_Melee_HealOnDamage_Moderate'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,Y,Y,Y,class_ref+game_path+stem,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable;session_class_ref;session_game_path;session_stem,mx_00599
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind,PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind,PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Melee Increased Damage From Behind,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind.PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind.PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,Y,Y,Y,class_ref+game_path+stem,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable;session_class_ref;session_game_path;session_stem,mx_00600
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind_Lesser,PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind_Lesser,PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind_Lesser_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Melee Increased Damage From Behind Lesser,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind_Lesser.PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind_Lesser,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind_Lesser.PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind_Lesser'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable,mx_00601
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind_Moderate,PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind_Moderate,PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind_Moderate_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Melee Increased Damage From Behind Moderate,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind_Moderate.PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind_Moderate,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind_Moderate.PrimalItem_ItemTrait_Melee_IncreasedDamageFromBehind_Moderate'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,Y,Y,Y,class_ref+game_path+stem,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable;session_class_ref;session_game_path;session_stem,mx_00602
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving,PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving,PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Melee Increased Damage To Non Living,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving.PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving.PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,Y,Y,Y,class_ref+game_path+stem,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable;session_class_ref;session_game_path;session_stem,mx_00603
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving_Lesser,PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving_Lesser,PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving_Lesser_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Melee Increased Damage To Non Living Lesser,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving_Lesser.PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving_Lesser,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving_Lesser.PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving_Lesser'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable,mx_00604
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving_Moderate,PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving_Moderate,PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving_Moderate_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Melee Increased Damage To Non Living Moderate,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving_Moderate.PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving_Moderate,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving_Moderate.PrimalItem_ItemTrait_Melee_IncreasedDamageToNonLiving_Moderate'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,Y,Y,Y,class_ref+game_path+stem,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable;session_class_ref;session_game_path;session_stem,mx_00605
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken,PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken,PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Melee Increased Speed And Damage Taken,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken.PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken.PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,Y,Y,Y,class_ref+game_path+stem,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable;session_class_ref;session_game_path;session_stem,mx_00606
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken_Lesser,PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken_Lesser,PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken_Lesser_C,N,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Melee Increased Speed And Damage Taken Lesser,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken_Lesser.PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken_Lesser,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken_Lesser.PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken_Lesser'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,N,N,N,,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable,mx_00607
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken_Moderate,PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken_Moderate,PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken_Moderate_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Melee Increased Speed And Damage Taken Moderate,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken_Moderate.PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken_Moderate,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken_Moderate.PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken_Moderate'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,Y,Y,Y,class_ref+game_path+stem,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable;session_class_ref;session_game_path;session_stem,mx_00608
item,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_ShieldOnHit,PrimalItem_ItemTrait_Melee_ShieldOnHit,PrimalItem_ItemTrait_Melee_ShieldOnHit_C,Y,N,MiscConsumable,EPrimalItemType:MiscConsumable; EPrimalMilestoneType:Craft,Y,,Item Trait Melee Shield On Hit,derived_stem,medium,/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_ShieldOnHit.PrimalItem_ItemTrait_Melee_ShieldOnHit,"cheat giveitem ""Blueprint'/Game/Packs/Wasteland/CoreBlueprints/ItemTraits/Items/PrimalItem_ItemTrait_Melee_ShieldOnHit.PrimalItem_ItemTrait_Melee_ShieldOnHit'"" 1 0 0",,Packs,Wasteland/CoreBlueprints/ItemTraits/Items,,,Y,Y,Y,class_ref+game_path+stem,N,N,N,SpawnItemDataTable,1028139,936457,item;pack:Packs;item_type:MiscConsumable;session_class_ref;session_game_path;session_stem,mx_00609
